title,image,link,date,language,source
Iran disconnects nuclear site cameras as IAEA raises concern over uranium traces,https://s.france24.com/media/display/f05c344c-72a5-11eb-936f-005056bf87d6/w:388/p:16x9/IRAN%202.jpg,https://www.france24.com/en/europe/20220608-un-s-iaea-passes-resolution-criticising-iran-over-uranium-traces,09/06/2022,en,france24
Algeria suspends Spain co-operation treaty over Western Sahara dispute,https://s.france24.com/media/display/8645f142-e743-11ec-af64-005056a97e36/w:388/p:16x9/2021-10-04T000000Z_402010734_MT1ABCPR783153001_RTRMADP_3_ABACA-PRESS%281%29.JPG,https://www.france24.com/en/africa/20220608-algeria-suspends-spain-co-operation-treaty-over-western-sahara-dispute,09/06/2022,en,france24
"Donald Trump, adult children to testify in New York fraud probe in July",https://s.france24.com/media/display/2fc1c784-9058-11ec-b868-005056a90321/w:388/p:16x9/Trump%20and%20hijos.jpg,https://www.france24.com/en/americas/20220608-donald-trump-ivanka-trump-jr-to-testify-in-new-york-fraud-probe-in-july,09/06/2022,en,france24
Afghan refugees welcomed with open arms in US state of Texas,https://s.france24.com/media/display/71778f18-e7ee-11ec-9223-005056bf30b7/w:388/p:16x9/XX%20NW%20OOV%20ECRAN%20AFGHANS%20IN%20TEXAS.jpg,https://www.france24.com/en/tv-shows/focus/20220609-afghan-refugees-welcomed-with-open-arms-in-us-state-of-texas,09/06/2022,en,france24
"Actress Jessie Buckley on punk, provocative horror flick 'Men'",https://s.france24.com/media/display/541cec70-e7f7-11ec-91ab-005056bf30b7/w:246/p:16x9/CLEAN%20A%20L%20AFFICHE%2009-06-2022%2011-01-00_frame_21105.png,https://www.france24.com/en/tv-shows/encore/20220609-actress-jessie-buckley-on-punk-provocative-horror-flick-men,09/06/2022,en,france24
"The price of war: OECD warns of slowing growth, high inflation",https://s.france24.com/media/display/7cc7852a-e7fe-11ec-9765-005056a9a7b9/w:246/p:16x9/laurenceboone.jpg,https://www.france24.com/en/tv-shows/people-profit/20220609-the-price-of-war-oecd-warns-of-slowing-growth-high-inflation,09/06/2022,en,france24
Disney pulls 'Strange World' from French cinemas over media timeline row,https://s.france24.com/media/display/8d04ad8e-e7ca-11ec-934d-005056bfb2b6/w:246/p:16x9/capture-166127097662a1a9279091a2.92257977.jpg,https://www.france24.com/en/tv-shows/business-daily/20220609-disney-pulls-strange-world-from-french-cinemas-over-media-timeline-row,09/06/2022,en,france24
Transnistria: Moldova's breakaway region in the shadow of war in Ukraine,https://s.france24.com/media/display/b8b50edc-e26c-11ec-a059-005056a97e36/w:246/p:16x9/XX%20PUSH%20PICTURE%20RER%20TRANSNISTRIE.jpg,https://www.france24.com/en/tv-shows/reporters/20220603-transnistria-moldova-s-breakaway-region-in-the-shadow-of-war-in-ukraine,09/06/2022,en,france24
Man charged with plotting murder of US Supreme Court Justice Brett Kavanaugh,https://s.france24.com/media/display/eab01d70-e73d-11ec-ad31-005056a9a7b9/w:388/p:16x9/Kavanaugh%20-%20archives.jpg,https://www.france24.com/en/americas/20220608-armed-man-arrested-near-us-supreme-court-justice-brett-kavanaugh-s-home,09/06/2022,en,france24
Prosecutors begin closing arguments in Paris 2015 attacks trial,https://s.france24.com/media/display/c2f8febc-e721-11ec-b252-005056bf30b7/w:388/p:16x9/000_328C4P4-2.jpg,https://www.france24.com/en/europe/20220608-prosecutors-begin-closing-arguments-in-paris-2015-attacks-trial,09/06/2022,en,france24
Eight go on trial for stealing Banksy artwork from Paris attacks site,https://s.france24.com/media/display/0a34f2f6-c5f8-11ea-ba5a-005056bf87d6/w:388/p:16x9/Banksy%20return%20Italy.JPG,https://www.france24.com/en/europe/20220608-eight-go-on-trial-for-stealing-banksy-artwork-from-paris-attack-site,09/06/2022,en,france24
"Belgian king reiterates regrets for colonial past in DR Congo, stops short of apology",https://s.france24.com/media/display/5d4cdf70-e71c-11ec-9a58-005056a97e36/w:388/p:16x9/000_32C434Q.jpg,https://www.france24.com/en/africa/20220608-belgian-king-reiterates-regrets-for-colonial-past-in-dr-congo-stops-short-of-apology,09/06/2022,en,france24
Oceans of opportunity: How seaweed can help fight climate change,https://s.france24.com/media/display/d84dd970-841d-11ec-9ed8-005056a97e36/w:388/p:16x9/000_9698NC.jpg,https://www.france24.com/en/europe/20220608-oceans-of-opportunity-how-seaweed-can-help-fight-climate-change,09/06/2022,en,france24
'A little bit of panic': Thai railway market makes post-pandemic comeback,https://s.france24.com/media/display/3bd66014-e73f-11ec-a878-005056a9a7b9/w:388/p:16x9/000_32BY6K9.jpg,https://www.france24.com/en/video/20220608-a-little-bit-of-panic-thai-railway-market-makes-post-pandemic-comeback,09/06/2022,en,france24
A country 'worth defending': Finnish women learn defence skills amid Russia fears,https://s.france24.com/media/display/3af168d4-e67b-11ec-8149-005056a9a7b9/w:246/p:16x9/2022-06-06T165709Z_1250911142_RC2EGU948OTT_RTRMADP_3_UKRAINE-CRISIS-FINLAND-DEFENCE.JPG,https://www.france24.com/en/video/20220607-a-country-worth-defending-finnish-women-learn-defence-skills-amid-russia-fears,09/06/2022,en,france24
Bangkok celebrates first Pride parade in 16 years,https://s.france24.com/media/display/85dc0de4-e5a5-11ec-99d1-005056a9a7b9/w:246/p:16x9/S%C3%A9quence%2001.00_05_18_20.Still001.jpg,https://www.france24.com/en/video/20220606-bangkok-celebrates-first-pride-parade-in-16-years,09/06/2022,en,france24
Debunking claims that the French president is the head of the EU,https://s.france24.com/media/display/92ac12a0-c631-11ec-9f59-005056a90284/w:388/p:16x9/EN%20MG%20PKG%20FACT%20OR%20FAKE%20MELENCHON%20FOR%20EU%20PARL.jpg,https://www.france24.com/en/tv-shows/fact-or-fake/20220429-debunking-claims-that-the-french-president-is-the-head-of-the-eu,09/06/2022,en,france24
Pro-EU 'Monsieur Europe' Emmanuel Macron re-elected: Europe reacts,https://s.france24.com/media/display/0476d8ae-c6e4-11ec-ac66-005056a97e36/w:388/p:16x9/D%C3%A9bat%20Macron%20EN.jpg,https://www.france24.com/en/tv-shows/talking-europe/20220429-pro-eu-monsieur-europe-emmanuel-macron-re-elected-europe-reacts,09/06/2022,en,france24
Rethinking the EU: The young Europeans reshaping a continent,https://s.france24.com/media/display/fa56525a-93fd-11ec-be2a-005056a90321/w:388/p:16x9/cofoe-en.jpg,https://www.france24.com/en/tv-shows/talking-europe/20220411-rethinking-the-eu-the-young-europeans-reshaping-a-continent,09/06/2022,en,france24
Lagos ex-governor wins Nigeria ruling party's nomination,https://s.france24.com/media/display/12db419e-e76b-11ec-9485-005056bfb2b6/w:388/p:16x9/VIDI32BV2KC_EN.mp4.jpg,https://www.france24.com/en/tv-shows/eye-on-africa/20220608-lagos-ex-governor-wins-nigeria-ruling-party-s-nomination,09/06/2022,en,france24
Is it too late to avoid the worst of the climate crisis?,https://s.france24.com/media/display/5eb22570-e7dd-11ec-af15-005056bf30b7/w:388/p:16x9/capture-124048463462a1c8ba495af9.29328767.jpg,https://www.france24.com/en/tv-shows/perspective/20220609-is-it-too-late-to-avoid-the-worst-of-the-climate-crisis,09/06/2022,en,france24
"Challenge des 7 sommets : Bouchra Baibanou se confie sur cette ""aventure périlleuse""",https://fr.hespress.com/wp-content/uploads/2022/05/bouchra-1.jpeg,https://fr.hespress.com/264025-challenge-des-7-sommets-bouchra-baibanou-se-confie-sur-cette-aventure-perilleuse-2.html,20/05/2022,fr,hespress
La CDG lance sa nouvelle solution « CDG Mobile »,https://fr.hespress.com/wp-content/uploads/2022/05/cdg_mobile-e1652788366271.jpg,https://fr.hespress.com/263367-la-cdg-lance-sa-nouvelle-solution-cdg-mobile-2.html,17/05/2022,fr,hespress
"La position RSF de l'Algérie est ""surréaliste"" comparativement à celle du Maroc",https://fr.hespress.com/wp-content/uploads/2022/05/sehimi-e1651997006235.jpg,https://fr.hespress.com/262016-la-position-rsf-de-lalgerie-est-surrealiste-comparativement-a-celle-du-maroc.html,8/05/2022,fr,hespress
On en sait plus sur l'hépatite infantile d'origine inconnue qui touche les enfants,https://fr.hespress.com/wp-content/uploads/2022/05/Dr-khalid-bouhmouch-hepatite-e1651938588739.jpg,https://fr.hespress.com/261961-on-en-sait-plus-sur-lhepatite-infantile-dorigine-inconnue-qui-touche-les-enfants.html,7/05/2022,fr,hespress
Algérie: Rabah Madjer condamné à six mois de prison ferme,https://fr.hespress.com/wp-content/uploads/2022/06/Rabah-Madjer.jpg,https://fr.hespress.com/267018-algerie-rabah-madjer-condamne-a-six-mois-de-prison-ferme.html,9/06/2022,fr,hespress
Football : Emmanuel Macron souhaite que Zidane revienne en Ligue 1,https://fr.hespress.com/wp-content/uploads/2021/11/zidane-zizou.jpg,https://fr.hespress.com/266999-football-emmanuel-macron-souhaite-que-zidane-revienne-en-ligue-1.html,9/06/2022,fr,hespress
Real Madrid: Modric prolonge jusqu'en juin 2023,https://fr.hespress.com/wp-content/uploads/2022/06/Luka-Modric.jpg,https://fr.hespress.com/266860-real-madrid-modric-prolonge-jusquen-juin-2023.html,8/06/2022,fr,hespress
Affaire FIFA: Blatter et Platini devant le Tribunal pénal fédéral en Suisse,https://fr.hespress.com/wp-content/uploads/2022/06/blatter-platini.jpg,https://fr.hespress.com/266790-affaire-fifa-blatter-et-platini-devant-le-tribunal-penal-federal-en-suisse.html,8/06/2022,fr,hespress
CAN 2023: Une délégation de la CAF en visite en Côte d’Ivoire,https://fr.hespress.com/wp-content/uploads/2022/06/cote-d-ivoire-CAF.jpg,https://fr.hespress.com/266649-can-2023-une-delegation-de-la-caf-en-visite-en-cote-divoire.html,7/06/2022,fr,hespress
"Kylian Mbappe ranks as player with highest estimated transfer value, CIES",https://e1.hespress.com/wp-content/uploads/2022/04/kylian-mbappe-Hakimi.webp,https://en.hespress.com/43580-kylian-mbappe-ranks-as-player-with-highest-estimated-transfer-value-cies.html,8/06/2022,en,hespress
CAN 2023: CAF delegation to conduct an inspection visit to Ivory Coast,https://e1.hespress.com/wp-content/uploads/2022/06/cote-d-ivoire-CAF.webp,https://en.hespress.com/43529-can-2023-caf-delegation-to-conduct-an-inspection-visit-to-ivory-coast.html,7/06/2022,en,hespress
Morocco to participate in 19th edition of Mediterranean games in Algeria,https://e1.hespress.com/wp-content/uploads/2022/06/oran-2022.webp,https://en.hespress.com/43523-morocco-to-participate-in-19th-edition-of-mediterranean-games-in-algeria.html,7/06/2022,en,hespress
Soufiane El Bekkali takes best record of the year in Diamond League,https://e1.hespress.com/wp-content/uploads/2022/06/Soufiane-el-Bakkali4.webp,https://en.hespress.com/43455-soufiane-el-bekkali-takes-best-record-of-the-year-in-diamond-league.html,6/06/2022,en,hespress
